Codice_Interno;Descrizione;Produttore;Codice Produttore
25342;CARTUCCIA DI RICAMBIO F02 - Bassa Mod.2792;FIMA FRATELLI FRATTINI;F2792
25343A;Cartuccia di ricambio F03 - Alta Mod.F2036;FIMA FRATELLI FRATTINI;F2036
2534401;DEVIATORE DI RICAMBIO PER VASCA NEXT F2226 - -;FIMA FRATELLI FRATTINI;F2226
25350;MONOCOMANDO VASCA LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3774CR
25352;MONOCOMANDO LAVABO LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3771CR
25354;MONOCOMANDO LAVABO ALTO LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3771/HCR
25356;MONOCOMANDO LAVABO LEVA CLINICA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3761/LCCR
25358;MONOCOMANDO BIDET LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3772CR
25360;MONOCOMANDO DOCCIA INCASSO LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3773CR
25362;MONOCOMANDO DOCCIA ESTERNO LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3775/1CR
25364;MONOCOMANDO LAVELLO BOCCA ALTA LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3797/1A
25365;LEVA APERTA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F2605/ACR
25366;LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F2605
25368;MONOCOMANDO VASCA LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3764CR
25369;MONOCOMANDO DOCCIA ESTERNO LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3765/1CR
25370;MONOCOMANDO DOCCIA INCASSO LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3763CR
25371;MONOCOMANDO DOCCIA INCASSO CON DEVIATORE LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3769CR.ECO
25372;MONOCOMANDO DOCCIA INCASSO CON DEVIATORE 2-3 USCITE - Cromo;FIMA FRATELLI FRATTINI;F3769X6
25373;MONOCOMANDO LAVABO LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3761CR
25374;MONOCOMANDO LAVABO PROLUNGATO LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3761LCR
2537502;MONOCOMANDO LAVABO ALTO LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3761/HCR
25377;MONOCOMANDO LAVABO A PONTE LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3781WCR
25378;MONOCOMANDO BIDET LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3762CR
25379;MONOCOMANDO BIDET A PONTE LEVA CHIUSA SERIE 4 - Cromo;FIMA FRATELLI FRATTINI;F3782WCR
25380;MONOCOMANDO VASCA SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3834CR
25381;MONOCOMANDO DOCCIA ESTERNO SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3835/1CR
2538202;MONOCOMANDO DOCCIA INCASSO SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3833CR
25383;MONOCOMANDO DOCCIA INCASSO CON DEVIATORE SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3839CR.ECO
2538402;MONOCOMANDO DOCCIA INCASSO CON DEVIATORE 2-3 USCITE SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3839X6CR
25386;MONOCOMANDO LAVABO SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3831CR
25387;MONOCOMANDO LAVABO ALTO SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3831/HCR
2538802;MONOCOMANDO LAVABO A PARETE SERIE 22 - Bocca cm 154 Cromo;FIMA FRATELLI FRATTINI;F3830WX5
2538804;MONOCOMANDO LAVABO A PARETE SERIE 22 - Bocca cm 204 Cromo;FIMA FRATELLI FRATTINI;F3830WLX5
25389;MONOCOMANDO VASCA MONOFORO CON DEVIATORE SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3834/9CR
25390;MONOCOMANDO BIDET SERIE 22 - Cromo;FIMA FRATELLI FRATTINI;F3832CR
2539402;CORPO INCASSO F3600 - -;FIMA FRATELLI FRATTINI;F3600W
Z153102;MONOCOMANDO LAVABO SPILLO CROMO;FIMA FRATELLI FRATTINI;F3031XSCR
Z153202;MONOCOMANDO BIDET SPILLO CROMO;FIMA FRATELLI FRATTINI;F3032XSCR
Z153302;PARTE ESTERNA INCASSO DOCCIA CON DEVIATORE SPILLO CROMO;FIMA FRATELLI FRATTINI;F3039X2CR
0829402;ADESIVO SIGILLANTE PVC FISHER - 125 gr;FISCHER;46926
1150502;ADESIVO POLIURETANICO FASTGRIP 800 - 800 ml - Pistola;FISCHER;518295
11541;SILICONE ACETICO TESTA DI MORO 280 ml;FISCHER;09360
1167802;ANCORANTE CHIMICO T-BOND - Ml 300;FISCHER;93179
1170055;FISSAGGIO INOX PER VASO E BIDET WB2 - 7x80;FISCHER;501004
1170270;FISSAGGIO IN NYLON LATERALI PER VASI E BIDET WB5N - 7x65;FISCHER;501015
1170460;SISTEMA DI FISSAGGIO PER SANITARI SOSPESI LC PLUS - Int. 180/230;FISCHER;501026
11705;STAFFA PREMIUM PER VASI E BIDET SOSPESI - -;FISCHER;42898
1170618;ELEMENTO DI FISSAGGIO PER LAVABI SEMINCASSO - WD180;FISCHER;538947
1170623;ELEMENTO DI FISSAGGIO PER LAVABI SEMINCASSO - WD230;FISCHER;538948
1170702;STAFFA PER SANITARI SOSPESI TCS - Per cartongesso o muratura;FISCHER;04842
1170880;ELEMENTO DI FISSAGGIO PER SANITARI A PARETE WST 120 - -;FISCHER;51308
1171035;MENSOLA PESANTE PER LAVELLI ML 35 - Tassello s.12 - Vite L. 350 mm;FISCHER;501066
1171214;ELEMENTO DI FISSAGGIO PER SCALDABAGNI PFS 12 N - Foro 14 mm - Prof. 14 mm - Tassello m.10;FISCHER;517597
1171475;ELEMENTO DI FISSAGGIO PER SCALDABAGNI WDS12 - WDS14 - Foro 12 mm - Prof. 80 mm - Tassello s.12 - L. cancano 75 mm;FISCHER;538952
1171495;ELEMENTO DI FISSAGGIO PER SCALDABAGNI WDS12 - WDS14 - Foro 14 mm - Prof. 90 mm - Tassello s.14 - L. cancano 95 mm;FISCHER;538953
1171680;ELEMENTO DI FISSAGGIO PER CASSETTA A PARETE WDC - Foro 10 mm - Prof. 70 mm - Tassello s.10 - Vite m.8 x 80 - Spessore 12 mm;FISCHER;501036
1172070;MENSOLA PER RADIATORI IN ALLUMINIO E TUBOLARI TF10/70B - Foro 10 mm - Prof. 85 mm - Tassello c.10x75 - L. 70 mm;FISCHER;501068
1172270;MENSOLA PER RADIATORI IN ALLUMINIO TF8/70B - Foro 12 mm - Prof. 85 mm - Tassello c.12x75 - L. 70 mm;FISCHER;501096
1172410;MENSOLA PER RADIATORI IN GHISA E ACCIAIO TF7/100B - TF7/75B - Foro 16 mm - Prof. 100 mm - L. 75 mm - Colonne 2/3;FISCHER;501087
1172475;MENSOLA PER RADIATORI IN GHISA E ACCIAIO TF7/100B - TF7/75B - Foro 16 mm - Prof. 100 mm - L. 100 mm - Colonne 3/4;FISCHER;501088
1172670;MENSOLA PER RADIATORI IN ALLUMINIO SEZIONE PIATTA 3 MM TF10/70B - Foro 10 mm - Prof. 85 mm - Tassello c.10x75 - L. 70 mm;FISCHER;501069
11727;MENSOLA PER RADIATORI IN ALLUMINIO REGOLABILE PARETI IN CARTONGESSO - Tassello Fischer HM 4x45;FISCHER;523972
1172803;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 3/8;FISCHER;501130
1172804;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 1/2;FISCHER;501131
1172805;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 3/4;FISCHER;501132
1172806;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 1";FISCHER;501133
1172807;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 1"1/4;FISCHER;501134
1172808;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 1"1/2;FISCHER;501135
1172809;COLLARE PESANTE IN ACCIAIO ZINCATO PER TUBI CPT - 2";FISCHER;501136
1172902;MENSOLA PER RADIATORI TUBOLARE 2-3 COLONNE SU CARTONGESSO - Foro Ø10;FISCHER;532635
1173011;COLLARE PESANTE PER TUBO IN POLIETILENE CPE - 110;FISCHER;507446
1173012;COLLARE PESANTE PER TUBO IN POLIETILENE CPE - 125;FISCHER;507447
1173014;COLLARE PESANTE PER TUBO IN POLIETILENE CPE - 140;FISCHER;507448
1173016;COLLARE PESANTE PER TUBO IN POLIETILENE CPE - 160;FISCHER;507449
1173216;FISSATUBO CHIUSO IN NYLON - Ø 16;FISCHER;501261
1173220;FISSATUBO CHIUSO IN NYLON - Ø 20;FISCHER;501262
1173225;FISSATUBO CHIUSO IN NYLON - Ø 25;FISCHER;501263
1173232;FISSATUBO CHIUSO IN NYLON - Ø 32;FISCHER;501264
1173240;FISSATUBO CHIUSO IN NYLON - Ø 40;FISCHER;501265
1173250;FISSATUBO CHIUSO IN NYLON - Ø 50;FISCHER;501266
1173416;FISSATUBO APERTO FT CLIP - Ø 16;FISCHER;98815
1173420;FISSATUBO APERTO FT CLIP - Ø 20;FISCHER;98816
1173425;FISSATUBO APERTO FT CLIP - Ø 25;FISCHER;98817
1173432;FISSATUBO APERTO FT CLIP - Ø 32;FISCHER;98818
1173440;FISSATUBO APERTO FT CLIP - Ø 40;FISCHER;98819
1173632;FASCETTA PER CABLAGGIO IN NYLON - Ø 8-32;FISCHER;519808
1173663;FASCETTA PER CABLAGGIO IN NYLON - Ø 16-63;FISCHER;519809
1173812;COLLARINO IN ACCIAIO ZINCATO Ø 12;FISCHER;501182
1173814;COLLARINO IN ACCIAIO ZINCATO Ø 13-14;FISCHER;501184
1173820;COLLARINO IN ACCIAIO ZINCATO Ø 20;FISCHER;501187
1173824;COLLARINO IN ACCIAIO ZINCATO Ø 24;FISCHER;501189
1173826;COLLARINO IN ACCIAIO ZINCATO Ø 26;FISCHER;501190
1173838;COLLARINO IN ACCIAIO ZINCATO Ø 38;FISCHER;501193
1173842;COLLARINO IN ACCIAIO ZINCATO Ø 42;FISCHER;501194
1173902;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 10;FISCHER;562015
1173904;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 12;FISCHER;562016
1173906;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 13-14;FISCHER;562017
1173908;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 16;FISCHER;562018
1173910;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 18-19;FISCHER;562019
1173912;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 20;FISCHER;562020
1173914;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 22;FISCHER;562021
1173916;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 24;FISCHER;562022
1173918;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 26;FISCHER;562023
1173920;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 28;FISCHER;562024
1173922;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 32;FISCHER;562025
1173924;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 38;FISCHER;562026
1173926;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 42;FISCHER;562027
1173928;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 50;FISCHER;562028
1173930;COLLARINO LEGGERO IN ACCIAIO ZINCATO E TASSELLO - Ø 60;FISCHER;562029
1174006;TASSELLO NYLON CON VITI PER COLLARINI - Ø 6 Att. M6 100;FISCHER;500210
1174008;TASSELLO NYLON CON VITI PER COLLARINI - Ø 8 Att. M6 50;FISCHER;500211
1174205;TASSELLO IN NYLON CON VITE TRUCIOLARE T.S.P. IMPRONTA POZIDRIVE - Sx 5S;FISCHER;570020
1174206;TASSELLO IN NYLON CON VITE TRUCIOLARE T.S.P. IMPRONTA POZIDRIVE - Sx 6S;FISCHER;570021
1174208;TASSELLO IN NYLON CON VITE TRUCIOLARE T.S.P. IMPRONTA POZIDRIVE - Sx 8S;FISCHER;570022
1174210;TASSELLO IN NYLON CON VITE TRUCIOLARE T.S.P. IMPRONTA POZIDRIVE - Sx 10S;FISCHER;570025
1174408;TASSELLO IN NYLON CON VITE LEGNO TESTA FLANGIATA - Sx 8 BM;FISCHER;570026
1174410;TASSELLO IN NYLON CON VITE LEGNO TESTA FLANGIATA - Sx 10 BM;FISCHER;570027
1174412;TASSELLO IN NYLON CON VITE LEGNO TESTA FLANGIATA - Sx 12 BM;FISCHER;570028
1174414;TASSELLO IN NYLON CON VITE LEGNO TESTA FLANGIATA - Sx 14 BM;FISCHER;570029
1174502;TASSELLO DI FISSAGGIO UNIVERSALE BICOMPONENTE "DUOPOWER" - 6 x 30 S;FISCHER;537646
1174504;TASSELLO DI FISSAGGIO UNIVERSALE BICOMPONENTE "DUOPOWER" - 8 x 40 S;FISCHER;537647
1174506;TASSELLO DI FISSAGGIO UNIVERSALE BICOMPONENTE "DUOPOWER" - 10 x 50 S;FISCHER;537648
1174609;TASSELLO IN NYLON CON GANCIO CORTO - SB 9/8 - G=10 mm;FISCHER;500348
1174612;TASSELLO IN NYLON CON GANCIO CORTO - SB 12/8 - G=12 mm;FISCHER;500368
1174809;TASSELLO IN NYLON CON GANCIO MEDIO - SB 9/2 - G=14 mm;FISCHER;500342
1174812;TASSELLO IN NYLON CON GANCIO MEDIO - SB 12/2 - G=16 mm;FISCHER;500362
1175009;TASSELLO IN NYLON CON GANCIO LUNGO - SB 9/6 - G=20 mm;FISCHER;500346
1175209;TASSELLO IN NYLON CON OCCHIOLO APERTO - SB 9/1 - A=8 mm;FISCHER;500341
1175212;TASSELLO IN NYLON CON OCCHIOLO APERTO - SB12/1 - A=8,5 mm;FISCHER;500361
1175409;TASSELLO IN NYLON CON OCCHIOLO CHIUSO - SB 9/3 - Ø=13 mm;FISCHER;500343
1175412;TASSELLO IN NYLON CON OCCHIOLO CHIUSO - SB 12/3 - Ø=14 mm;FISCHER;500363
1175609;TASSELLO IN NYLON CON VITE T.S.C. TAGLIO COMBINATO - SB 9/4 - SMax=10 mm;FISCHER;500344
1175612;TASSELLO IN NYLON CON VITE T.S.C. TAGLIO COMBINATO - SB 12/4 - SMax=10 mm;FISCHER;500364
1175809;TASSELLO IN ACCIAIO CON GANCIO CORTO - SBS 9/8 - G=10 mm;FISCHER;500418
1176006;ANCORANTE IN ACCIAIO CON GANCIO FORGIATO - SLM 6 Gancio Ø12 P.60 L.45;FISCHER;500641
1176008;ANCORANTE IN ACCIAIO CON GANCIO FORGIATO - SLM 8 Gancio Ø14 P.65 L.50;FISCHER;500642
1176010;ANCORANTE IN ACCIAIO CON GANCIO FORGIATO - SLM 10 Gancio Ø16 P.80 L.60;FISCHER;500643
1176012;ANCORANTE IN ACCIAIO CON GANCIO FORGIATO - SLM 12 Gancio Ø20 P.95 L.75;FISCHER;500644
1176206;ANCORANTE IN ACCIAIO CON VITE T.E. CL. 8.8 - SLM 6 Vite TE Ø12 P.60 L.45 Sp.10;FISCHER;500621
1176208;ANCORANTE IN ACCIAIO CON VITE T.E. CL. 8.8 - SLM 8 Vite TE Ø14 P.65 L.50 Sp.10;FISCHER;500622
1176210;ANCORANTE IN ACCIAIO CON VITE T.E. CL. 8.8 - SLM 10 Vite TE Ø16 P.80 L.60 Sp.20;FISCHER;500623
1176212;ANCORANTE IN ACCIAIO CON VITE T.E. CL. 8.8 - SLM 12 Vite TE Ø20 P.95 L.75 Sp.20;FISCHER;500624
1176406;ANCORANTE IN ACCIAIO CON OCCHIOLO CL. 8.8 - TAM 6.O c/occhiolo Ø10 P.60 L.49 Sp.11;FISCHER;90257
1176408;ANCORANTE IN ACCIAIO CON OCCHIOLO CL. 8.8 - TAM 8.O c/occhiolo Ø12 P.65 L.56 Sp.11;FISCHER;90258
1176410;ANCORANTE IN ACCIAIO CON OCCHIOLO CL. 8.8 - TAM 10.O c/occhiolo Ø15 P.80 L.69 Sp.13;FISCHER;90259
1176412;ANCORANTE IN ACCIAIO CON OCCHIOLO CL. 8.8 - TAM 12.O c/occhiolo Ø18 P.100 L.85 Sp.16;FISCHER;90260
1176602;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 8x60/15 S 8.8 GS;FISCHER;523923
1176604;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 8x80/35 S 8.8 GS;FISCHER;523924
1176606;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 8x120/75 S 8.8 GS;FISCHER;523925
1176608;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 10x65/10 S 8.8 GS;FISCHER;523926
1176610;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 10x85/30 S 8.8 GS;FISCHER;523927
1176612;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 10x120/65 S 8.8 GS;FISCHER;523928
1176614;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 12x80/10 S 8.8 GS;FISCHER;523929
1176616;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 12x100/30 S 8.8 GS;FISCHER;523930
1176618;ANCORANTE PASSANTE IN ACCIAIO CON VITE T.E. E ROSETTA LARGA - FSL 12x120/50 S 8.8 GS;FISCHER;523931
1176702;FISSAGGIO NASCOSTO ATTACCO LATERALE PER SOSPESI - WB9 B LV;FISCHER;551883
1176802;FISSAGGIO NASCOSTO ATTACCO SOTTO PER SOSPESI - WB9 B TU;FISCHER;551884
1177002;FISSAGGIO DI CARICO MEDIO THERMAX - 8/60 M6;FISCHER;45685
1177004;FISSAGGIO DI CARICO MEDIO THERMAX - 8/80 M6;FISCHER;45686
1177006;FISSAGGIO DI CARICO MEDIO THERMAX - 8/100 M6;FISCHER;45687
1177008;FISSAGGIO DI CARICO MEDIO THERMAX - 8/120 M6;FISCHER;45688
1177010;FISSAGGIO DI CARICO MEDIO THERMAX - 10/100 M8;FISCHER;45697
1177012;FISSAGGIO DI CARICO MEDIO THERMAX - 10/120 M8;FISCHER;45698
1177202;FISSAGGIO DI CARICO THERMAX KLIMA - M12-10;FISCHER;569178
1177402;FISSATUBO A BATTERE SINGOLO FX-S - 16;FISCHER;566445
1177404;FISSATUBO A BATTERE SINGOLO FX-S - 20;FISCHER;566446
1177406;FISSATUBO A BATTERE SINGOLO FX-S - 25;FISCHER;566447
1177602;FISSATUBO A BATTERE DOPPIO FX-D - 20;FISCHER;566448
1177604;FISSATUBO A BATTERE DOPPIO FX-D - 25;FISCHER;566449
11780;STAFFA TCS PER LAVABO SOSPESO PARETI IN CARTONGESSO - Adatto per cartongesso o muratura;FISCHER;04842
11782;STAFFA TCS PER BIDET SOSPESO PARETI IN CARTONGESSO - Per cartongesso o muratura;FISCHER;04841
0071402;Rubinetto a galleggiare silenzioso modello 747 el - Att. 3/8 laterale;FLUIDMASTER;747EL
0071602;RUBINETTO A GALLEGGIARE SILENZIOSO MOD. 400 EL - Att. 3/8 sotto;FLUIDMASTER;400EL
00741;KIT VALVOLA DI RIEMPIMENTO 400 + VALVOLA DI SCARICO 550 - 3/8;FLUIDMASTER;K-400E-024-P10
0074302;KIT VALVOLA DI RIEMPIMENTO 747 + VALVOLA DI SCARICO 550 - 3/8 brass;FLUIDMASTER;K-747E-035-P10
0074502;KIT VALVOLA DI RIEMPIMENTO 747 + VALVOLA DI SCARICO 820 - 3/8 brass;FLUIDMASTER;K-747E-034-P10
0074702;MECCANISMO DI SCARICO 550 PER CASSETTA MONOBLOCCO - Doppio scarico;FLUIDMASTER;550B-005-P15
7315502;GUARNIZIONE DI RICAMBIO PER GALLEGGIANTE FLUID MASTER -;FLUIDMASTER;242MP071
1010235003;RADIATORE EXCLUSIVO - 350/100 03 Elementi;FONDITAL;V68001403
1010235005;RADIATORE EXCLUSIVO - 350/100 05 Elementi;FONDITAL;V68001405
1010235008;RADIATORE EXCLUSIVO - 350/100 08 Elementi;FONDITAL;V68001408
1010235010;RADIATORE EXCLUSIVO - 350/100 10 Elementi;FONDITAL;V68001410
1010250003;RADIATORE EXCLUSIVO - 500/100 03 Elementi;FONDITAL;V71003403
1010250005;RADIATORE EXCLUSIVO - 500/100 05 Elementi;FONDITAL;V71003405
1010250008;RADIATORE EXCLUSIVO - 500/100 08 Elementi;FONDITAL;V71003408
1010250010;RADIATORE EXCLUSIVO - 500/100 10 Elementi;FONDITAL;V71003410
1010260003;RADIATORE EXCLUSIVO - 600/100 03 Elementi;FONDITAL;V71004403
1010260005;RADIATORE EXCLUSIVO - 600/100 05 Elementi;FONDITAL;V71004405
1010260008;RADIATORE EXCLUSIVO - 600/100 08 Elementi;FONDITAL;V71004408
1010260010;RADIATORE EXCLUSIVO - 600/100 10 Elementi;FONDITAL;V71004410
1010270003;RADIATORE EXCLUSIVO - 700/100 03 Elementi;FONDITAL;V66605403
1010270005;RADIATORE EXCLUSIVO - 700/100 05 Elementi;FONDITAL;V66605405
1010270008;RADIATORE EXCLUSIVO - 700/100 08 Elementi;FONDITAL;V66605408
1010270010;RADIATORE EXCLUSIVO - 700/100 10 Elementi;FONDITAL;V66605410
1010280003;RADIATORE EXCLUSIVO - 800/100 03 Elementi;FONDITAL;V66606403
1010280005;RADIATORE EXCLUSIVO - 800/100 05 Elementi;FONDITAL;V66606405
1010280008;RADIATORE EXCLUSIVO - 800/100 08 Elementi;FONDITAL;V66606408
1010280010;RADIATORE EXCLUSIVO - 800/100 10 Elementi;FONDITAL;V66606410
10103350;RADIATORE CALIDOR SUPER B4 - 350/100 10 elementi;FONDITAL;V69001410
10103500;RADIATORE CALIDOR SUPER B4 - 500/100 10 elementi;FONDITAL;V69003410
10103600;RADIATORE CALIDOR SUPER B4 - 600/100 10 elementi;FONDITAL;V69004410
10103700;RADIATORE CALIDOR SUPER B4 - 700/100 10 elementi;FONDITAL;V69005410
10103800;RADIATORE CALIDOR SUPER B4 - 800/100 10 elementi;FONDITAL;V69006410
10106500;RADIATORE CALIDOR 80 B2 - 500/80 10 Elementi;FONDITAL;V62213410
10106600;RADIATORE CALIDOR 80 B2 - 600/80 10 Elementi;FONDITAL;V62214410
10106700;RADIATORE CALIDOR 80 B2 - 700/80 10 Elementi;FONDITAL;V62215410
10106800;RADIATORE CALIDOR 80 B2 - 800/80 10 Elementi;FONDITAL;V62216410
1011350010;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 500/100 10 Elementi;FONDITAL;VC053V03410
1011360005;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 600/100 5 Elementi;FONDITAL;VC053V04405
1011360010;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 600/100 10 Elementi;FONDITAL;VC053V04410
1011370005;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 700/100 5 Elementi;FONDITAL;VC053V05405
1011370010;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 700/100 10 Elementi;FONDITAL;VC053V05410
1011380005;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 800/100 5 Elementi;FONDITAL;VC053V06405
1011380010;RADIATORE BLITZ SUPER B4 BLACK COFFEE - 800/100 10 Elementi;FONDITAL;VC053V06410
1011812005;RADIATORE D'ARREDO GARDA S/90 - H. 120 5 elementi;FONDITAL;83C01405
1011814003;RADIATORE D'ARREDO GARDA S/90 - H. 140 3 elementi;FONDITAL;83D01403
1011814004;RADIATORE D'ARREDO GARDA S/90 - H. 140 4 elementi;FONDITAL;83D01404
1011814005;RADIATORE D'ARREDO GARDA S/90 - H. 140 5 elementi;FONDITAL;83D01405
1011816003;RADIATORE D'ARREDO GARDA S/90 - H. 160 3 elementi;FONDITAL;83E01403
1011816004;RADIATORE D'ARREDO GARDA S/90 - H. 160 4 elementi;FONDITAL;83E01404
1011816005;RADIATORE D'ARREDO GARDA S/90 - H. 160 5 elementi;FONDITAL;83E01405
1012512003;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.120 3 Elementi;FONDITAL;81CGS3V403
1012512004;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.120 4 Elementi;FONDITAL;81CGS3V404
1012512005;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.120 5 Elementi;FONDITAL;81CGS3V405
1012514003;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.140 3 Elementi;FONDITAL;81DGS3V403
1012514004;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.140 4 Elementi;FONDITAL;81DGS3V404
1012514005;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.140 5 Elementi;FONDITAL;81DGS3V405
1012516003;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.160 3 Elementi;FONDITAL;81EGS3V403
1012516004;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.160 4 Elementi;FONDITAL;81EGS3V404
1012516005;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.160 5 Elementi;FONDITAL;81EGS3V405
1012518003;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.180 3 Elementi;FONDITAL;81EGS3V403
1012518004;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.180 4 Elementi;FONDITAL;81FGS3V404
1012518005;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.180 5 Elementi;FONDITAL;81FGS3V405
1012520003;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.200 3 Elementi;FONDITAL;81GGS3V403
1012520004;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.200 4 Elementi;FONDITAL;81GGS3V404
1012520005;RADIATORE D'ARREDO GARDA S/90 BLACK COFFEE - H.200 5 Elementi;FONDITAL;81GGS3V405
1012702;KIT PER RADIATORI COMPLETO DI MENSOLE BLACK COFFEE - 1"x 1/2;FONDITAL;5501493V
1022209003;RADIATORE D'ARREDO GARDA DUAL/80 - H. 900 Elementi 3;FONDITAL;82F01403
1022209004;RADIATORE D'ARREDO GARDA DUAL/80 - H. 900 Elementi 4;FONDITAL;82F01404
1022209005;RADIATORE D'ARREDO GARDA DUAL/80 - H. 900 Elementi 5;FONDITAL;82F01405
1022210003;RADIATORE D'ARREDO GARDA DUAL/80 - H. 1000 Elementi 3;FONDITAL;82G01403
1022210004;RADIATORE D'ARREDO GARDA DUAL/80 - H. 1000 Elementi 4;FONDITAL;82G01404
1022210005;RADIATORE D'ARREDO GARDA DUAL/80 - H. 1000 Elementi 5;FONDITAL;82G01405
1022212003;RADIATORE D'ARREDO GARDA DUAL/80 - H. 1200 Elementi 3;FONDITAL;82H01403
1022212004;RADIATORE D'ARREDO GARDA DUAL/80 - H. 1200 Elementi 4;FONDITAL;82H01404
